37,37,9,1
37,37,2,6
37,37,7,1
37,37,11,2
38,38,12,8
38,38,14,3
38,38,16,3
38,38,13,8
38,38,25,1
38,38,3,7
38,38,23,8
38,38,21,1
38,38,2,2
38,38,1,4
39,39,4,6
39,39,19,6
39,39,10,7
39,39,6,6
39,39,22,4
39,39,2,3
39,39,20,3
39,39,18,5
39,39,25,5
39,39,16,7
40,40,5,1
40,40,19,4
40,40,24,3
40,40,20,1
40,40,15,8
40,40,13,6
40,40,3,7
40,40,11,2
40,40,4,6
41,41,8,4
41,41,9,2
41,41,19,1
41,41,13,6
41,41,15,8
41,41,16,3
41,41,1,9
41,41,3,8
41,41,18,6
41,41,5,4
42,42,7,1
42,42,23,2
42,42,1,2
42,42,15,7
42,42,18,4
42,42,25,2
42,42,5,6
42,42,6,4
42,42,13,9
42,42,14,5
42,42,22,7
43,43,23,7
43,43,6,7
43,43,9,2
43,43,11,7
43,43,10,4
43,43,14,3
43,43,13,2
43,43,7,8
44,44,19,6
44,44,12,2
44,44,17,7
44,44,21,2
44,44,2,5
44,44,9,2
44,44,16,4
44,44,23,3
44,44,24,7
44,44,18,3
44,44,10,3
44,44,15,1
45,45,4,1
45,45,1,8
45,45,23,8
45,45,2,9
45,45,15,5
45,45,19,9
45,45,9,6
45,45,22,1
45,45,17,3
45,45,12,4
45,45,3,8
45,45,11,3
45,45,13,6
46,46,19,8
46,46,12,3
46,46,11,4
46,46,7,7
46,46,22,3
46,46,16,3
46,46,2,5
46,46,6,8
46,46,21,1
46,46,4,5
46,46,20,2
46,46,8,9
46,46,9,6
46,46,10,6
47,47,4,9
47,47,1,7
47,47,21,6
47,47,3,7
47,47,23,5
47,47,10,8
47,47,22,3
47,47,11,8
47,47,6,4
48,48,25,9
48,48,16,3
48,48,17,6
48,48,5,5
48,48,11,6
48,48,23,7
48,48,14,4
48,48,10,2
48,48,4,8
48,48,1,3
48,48,18,7
49,49,10,6
49,49,20,8
49,49,15,2
49,49,4,6
49,49,23,7
49,49,11,9
49,49,8,2
49,49,18,2
49,49,9,2
49,49,25,3
50,50,23,6
50,50,8,2
50,50,2,9
50,50,22,7
50,50,18,8
50,50,24,1
50,50,13,4
50,50,12,1
50,50,20,3
50,50,14,7
50,50,17,4
50,50,10,6
51,51,3,5
51,51,16,6
51,51,9,9
51,51,18,8
51,51,23,2
51,51,14,2
51,51,11,8
51,51,17,7
51,51,25,8
51,51,1,3
51,51,8,4
51,51,19,5
52,52,18,6
52,52,5,7
52,52,4,6
52,52,3,3
52,52,11,9
52,52,23,8
52,52,16,4
52,52,7,4
52,52,8,2
52,52,19,9
52,52,25,2
53,53,15,3
53,53,13,8
53,53,21,1
53,53,14,6
53,53,9,5
53,53,2,7
53,53,23,7
53,53,25,7
53,53,6,8
53,53,11,7
53,53,12,4
53,53,20,6
53,53,19,5
54,54,4,8
54,54,19,4
54,54,23,6
54,54,20,8
54,54,10,3
54,54,8,1
54,54,7,4
54,54,22,1
54,54,18,9
54,54,12,9
54,54,24,1
55,55,6,2
55,55,15,9
55,55,8,9
55,55,10,9
55,55,5,8
55,55,7,5
55,55,17,6
55,55,20,2
55,55,23,4
55,55,11,3
55,55,18,4
55,55,16,9
56,56,20,2
56,56,18,6
56,56,6,1
56,56,2,4
56,56,10,5
56,56,8,1
56,56,15,3
56,56,19,2
56,56,12,7
56,56,14,1
57,57,17,2
57,57,13,5
57,57,15,6
57,57,1,2
57,57,4,1
57,57,11,7
57,57,8,9
57,57,12,4
57,57,2,3
57,57,9,8
58,58,8,9
58,58,22,4
58,58,15,7
58,58,17,9
58,58,7,6
58,58,23,8
58,58,18,7
58,58,9,4
58,58,3,3
58,58,1,6
58,58,14,7
59,59,14,2
59,59,9,6
59,59,5,5
59,59,16,6
59,59,22,2
59,59,3,4
59,59,17,1
59,59,25,4
59,59,4,2
59,59,20,1
60,60,1,4
60,60,20,1
60,60,11,6
60,60,24,4
60,60,13,2
60,60,12,8
60,60,21,2
60,60,3,4
60,60,9,5
60,60,10,9
61,61,14,6
61,61,21,5
61,61,22,6
61,61,9,2
61,61,23,5
61,61,16,9
61,61,15,7
61,61,8,4
61,61,18,9
62,62,8,4
62,62,21,6
62,62,24,9
62,62,6,6
62,62,20,3
62,62,1,7
62,62,10,7
62,62,15,1
62,62,19,8
62,62,2,7
62,62,4,7
62,62,14,6
62,62,23,5
63,63,25,6
63,63,13,7
63,63,15,3
63,63,6,9
63,63,17,4
63,63,8,7
63,63,20,6
63,63,7,4
63,63,14,5
63,63,3,6
63,63,1,9
63,63,10,7
64,64,5,3
64,64,16,6
64,64,11,8
64,64,17,7
64,64,2,7
64,64,21,4
64,64,7,8
64,64,4,9
64,64,25,2
64,64,14,8
64,64,10,6
65,65,1,7
65,65,15,6
65,65,2,7
65,65,7,3
65,65,9,9
65,65,8,1
65,65,20,4
65,65,17,5
65,65,19,8
65,65,23,2
65,65,16,3
65,65,14,4
65,65,13,2
66,66,20,5
66,66,22,4
66,66,13,8
66,66,12,6
66,66,19,1
66,66,4,4
66,66,23,2
66,66,24,8
66,66,8,7
66,66,2,5
66,66,6,1
66,66,15,5
66,66,14,9
67,67,11,7
67,67,17,4
67,67,15,8
67,67,10,7
67,67,18,2
67,67,14,6
67,67,21,2
67,67,8,3
67,67,22,3
67,67,24,9
67,67,25,8
68,68,22,4
68,68,21,9
68,68,19,8
68,68,7,6
68,68,2,9
68,68,9,4
68,68,20,3
68,68,16,3
68,68,6,8
68,68,10,2
68,68,3,2
68,68,11,8
69,69,14,2
69,69,24,4
69,69,11,8
69,69,19,8
69,69,7,5
69,69,13,2
69,69,3,2
69,69,25,1
69,69,12,7
69,69,23,8
69,69,10,2
69,69,17,2
70,70,14,3
70,70,16,9
70,70,10,8
70,70,15,3
70,70,12,7
70,70,19,1
70,70,2,3
70,70,21,1
70,70,1,2
70,70,5,6
70,70,23,3
70,70,3,6
71,71,13,2
71,71,21,1
71,71,25,9
71,71,1,5
71,71,20,6
71,71,9,2
71,71,5,1
71,71,17,3
71,71,2,6
71,71,19,4
71,71,18,6
72,72,4,2
72,72,25,5
72,72,21,2
72,72,3,3
72,72,10,8
72,72,13,5
72,72,1,4
72,72,22,9
72,72,8,3
72,72,2,8
72,72,6,1
73,73,18,6
73,73,8,3
73,73,14,4
73,73,21,9
73,73,20,6
73,73,4,4
73,73,2,5
73,73,10,6
73,73,3,2
74,74,10,6
74,74,6,5
74,74,11,9
74,74,17,5
74,74,16,1
74,74,18,7
74,74,19,6
74,74,21,9
74,74,1,2
74,74,23,6
74,74,5,5
75,75,7,6
75,75,6,4
75,75,23,8
75,75,1,5
75,75,10,3
75,75,16,9
75,75,25,8
75,75,24,8
76,76,25,8
76,76,6,2
76,76,16,5
76,76,17,6
76,76,18,6
76,76,15,4
76,76,24,3
76,76,22,8
76,76,10,1
76,76,23,9
76,76,9,6
76,76,13,3
77,77,10,6
77,77,4,1
77,77,22,3
77,77,6,2
77,77,23,8
77,77,1,8
77,77,9,6
77,77,3,1
77,77,2,6
77,77,16,8
77,77,21,4
78,78,22,2
78,78,21,5
78,78,6,3
78,78,5,5
78,78,17,9
78,78,2,2
78,78,15,8
78,78,20,9
78,78,4,9
79,79,6,4
79,79,8,3
79,79,15,7
79,79,3,1
79,79,18,9
79,79,25,8
79,79,9,1
79,79,12,9
79,79,20,4
79,79,10,4
79,79,7,6
79,79,5,6
80,80,12,5
80,80,4,9
80,80,21,7
80,80,14,3
80,80,24,1
80,80,7,9
80,80,16,5
80,80,22,7
80,80,2,5
80,80,11,5
80,80,9,4
80,80,3,7
81,81,15,3
81,81,5,9
81,81,7,8
81,81,1,6
81,81,24,4
81,81,18,7
81,81,13,2
81,81,3,9
81,81,4,1
81,81,19,5
81,81,2,3
81,81,14,3
81,81,10,7
82,82,9,1
82,82,20,6
82,82,11,6
82,82,16,3
82,82,12,5
82,82,8,9
82,82,19,9
82,82,1,4
82,82,18,1
83,83,25,3
83,83,19,9
83,83,1,2
83,83,24,7
83,83,17,1
83,83,12,1
83,83,3,3
83,83,8,2
83,83,4,5
83,83,16,4
83,83,20,7
84,84,14,9
84,84,18,1
84,84,3,8
84,84,9,4
84,84,17,9
84,84,1,2
84,84,20,8
84,84,15,8
84,84,25,9
84,84,10,6
85,85,23,7
85,85,8,9
85,85,14,5
85,85,1,1
85,85,10,5
85,85,24,6
85,85,18,8
85,85,5,9
85,85,13,5
86,86,14,4
86,86,20,8
86,86,6,5
86,86,8,5
86,86,23,2
86,86,17,6
86,86,11,2
86,86,18,8
86,86,21,7
87,87,1,8
87,87,3,5
87,87,25,3
87,87,18,8
87,87,11,7
87,87,15,8
87,87,23,4
87,87,16,5
87,87,9,3
87,87,4,2
87,87,19,2
87,87,22,5
87,87,2,5
88,88,12,4
88,88,11,3
88,88,17,4
88,88,13,5
88,88,3,3
88,88,22,9
88,88,21,8
88,88,5,5
88,88,6,6
88,88,19,3
88,88,24,4
88,88,16,4
89,89,1,5
89,89,22,4
89,89,7,9
89,89,3,5
89,89,9,9
89,89,2,5
89,89,21,1
89,89,15,5
89,89,14,5
90,90,16,7
90,90,25,6
90,90,21,9
90,90,9,9
90,90,17,9
90,90,23,1
90,90,1,1
90,90,15,2
90,90,13,1
90,90,12,6
91,91,15,5
91,91,18,4
91,91,9,8
91,91,24,5
91,91,10,6
91,91,16,6
91,91,14,5
91,91,17,1
91,91,5,1
92,92,6,5
92,92,3,2
92,92,24,9
92,92,25,5
92,92,16,7
92,92,7,9
92,92,18,2
92,92,12,6
92,92,9,9
92,92,14,8
92,92,23,8
93,93,13,9
93,93,12,3
93,93,11,5
93,93,10,1
93,93,8,9
93,93,19,9
93,93,1,2
93,93,17,4
93,93,18,2
93,93,25,4
93,93,24,4
94,94,17,4
94,94,23,5
94,94,5,3
94,94,14,7
94,94,18,6
94,94,22,5
94,94,21,2
94,94,2,9
94,94,20,2
94,94,9,5
94,94,7,5
95,95,25,4
95,95,12,2
95,95,15,6
95,95,9,6
95,95,19,5
95,95,8,7
95,95,24,8
95,95,13,1
95,95,1,9
95,95,16,9
95,95,5,1
96,96,7,4
96,96,20,1
96,96,21,3
96,96,1,5
96,96,2,1
96,96,19,7
96,96,14,9
96,96,8,5
96,96,18,3
96,96,4,9
97,97,22,6
97,97,8,2
97,97,7,8
97,97,21,6
97,97,9,3
97,97,15,1
97,97,14,9
97,97,6,2
97,97,4,1
97,97,16,2
97,97,13,3
98,98,20,1
98,98,5,4
98,98,10,6
98,98,8,1
98,98,19,6
98,98,24,7
98,98,6,7
98,98,1,5
98,98,25,1
98,98,15,5
99,99,5,6
99,99,24,4
99,99,19,5
99,99,7,5
99,99,2,7
99,99,20,2
99,99,16,9
99,99,14,9
99,99,4,5
99,99,8,3
99,99,9,3
100,100,16,7
100,100,17,1
100,100,4,4
100,100,15,5
100,100,6,2
100,100,7,2
100,100,24,9
100,100,19,6
100,100,2,7
100,100,18,6
100,100,5,7
100,100,14,2
100,100,21,7
101,101,2,9
101,101,4,2
101,101,19,9
101,101,18,8
101,101,13,9
101,101,24,5
101,101,11,9
101,101,5,8
101,101,25,2
101,101,7,7
101,101,20,2
101,101,14,2
102,102,18,7
102,102,15,3
102,102,8,2
102,102,19,6
102,102,25,4
102,102,24,8
102,102,4,8
102,102,6,6
102,102,11,6
102,102,13,1
102,102,7,2
102,102,14,5
103,103,19,9
103,103,2,9
103,103,5,1
103,103,17,6
103,103,11,2
103,103,4,5
103,103,16,1
103,103,6,3
103,103,14,9
103,103,15,1
103,103,10,4
104,104,23,8
104,104,12,6
104,104,7,1
104,104,4,7
104,104,6,3
104,104,21,3
104,104,3,6
104,104,13,1
104,104,20,5
104,104,5,6
104,104,1,5
105,105,19,4
105,105,2,2
105,105,4,1
105,105,20,1
105,105,13,2
105,105,10,1
105,105,24,8
105,105,14,1
105,105,3,7
105,105,6,5
105,105,5,1
105,105,8,4
105,105,15,8
106,106,15,9
106,106,8,9
106,106,9,9
106,106,22,2
106,106,14,6
106,106,1,5
106,106,23,4
106,106,18,1
106,106,10,2
107,107,23,2
107,107,6,1
107,107,10,5
107,107,25,6
107,107,11,3
107,107,20,3
107,107,22,8
107,107,7,3
107,107,16,6
107,107,14,5
107,107,2,3
108,108,24,4
108,108,3,4
108,108,20,3
108,108,11,6
108,108,21,8
108,108,5,8
108,108,12,6
108,108,8,1
108,108,17,9
108,108,9,6
108,108,16,1
109,109,4,5
109,109,12,4
109,109,22,6
109,109,18,2
109,109,25,3
109,109,10,5
109,109,2,1
109,109,21,6
109,109,6,8
109,109,9,1
109,109,15,5
110,110,14,2
110,110,2,6
110,110,19,2
110,110,21,6
110,110,11,2
110,110,7,6
110,110,16,5
110,110,10,5
110,110,17,9
110,110,6,4
111,111,18,3
111,111,13,8
111,111,1,2
111,111,4,1
111,111,11,6
111,111,14,4
111,111,16,1
111,111,2,9
111,111,17,4
111,111,23,4
111,111,7,3
111,111,24,5
112,112,11,3
112,112,14,3
112,112,17,9
112,112,16,8
112,112,1,4
112,112,18,3
112,112,3,1
112,112,23,8
112,112,22,4
112,112,7,3
112,112,24,2
112,112,25,1
112,112,8,7
113,113,21,8
113,113,6,3
113,113,25,8
113,113,17,3
113,113,7,1
113,113,2,7
113,113,14,1
113,113,11,7
113,113,18,5
113,113,15,7
113,113,13,4
114,114,6,4
114,114,4,9
114,114,11,7
114,114,3,2
114,114,18,1
114,114,9,9
114,114,20,7
114,114,25,6
114,114,14,4
114,114,5,4
114,114,24,3
114,114,12,1
114,114,15,6
115,115,1,3
115,115,10,8
115,115,8,3
115,115,25,3
115,115,17,4
115,115,22,9
115,115,11,8
115,115,18,5
115,115,2,9
115,115,12,4
115,115,21,9
115,115,23,3
116,116,19,1
116,116,6,9
116,116,5,6
116,116,25,6
116,116,10,6
116,116,17,7
116,116,15,2
116,116,8,3
116,116,11,6
116,116,3,4
117,117,20,6
117,117,9,1
117,117,25,5
117,117,4,8
117,117,7,6
117,117,16,1
117,117,21,8
117,117,3,9
117,117,19,4
117,117,1,5
117,117,5,3
117,117,23,3
118,118,1,3
118,118,14,9
118,118,23,6
118,118,20,5
118,118,25,5
118,118,4,5
118,118,3,7
118,118,16,7
118,118,15,2
118,118,6,1
118,118,19,8
118,118,9,9
118,118,7,3
119,119,20,1
119,119,23,5
119,119,25,5
119,119,22,9
119,119,18,9
119,119,14,5
119,119,11,2
119,119,5,6
119,119,4,1
119,119,13,3
119,119,6,4
120,120,11,5
120,120,5,6
120,120,22,9
120,120,12,7
120,120,20,5
120,120,17,7
120,120,9,7
120,120,19,8
120,120,15,5
120,120,6,5
120,120,25,7
121,121,12,8
121,121,20,9
121,121,22,1
121,121,23,8
121,121,15,3
121,121,2,7
121,121,24,6
121,121,3,4
122,122,17,7
122,122,19,9
122,122,10,2
122,122,6,3
122,122,14,2
122,122,21,6
122,122,2,6
122,122,7,1
122,122,18,7
122,122,4,2
122,122,3,2
122,122,22,1
123,123,4,5
123,123,9,9
123,123,24,9
123,123,20,9
123,123,3,3
123,123,11,5
123,123,19,8
123,123,1,6
123,123,18,3
123,123,22,3
123,123,10,6
124,124,11,4
124,124,21,8
124,124,23,1
124,124,14,6
124,124,4,5
124,124,6,5
124,124,9,5
124,124,18,8
124,124,15,8
124,124,20,2
125,125,22,3
125,125,14,3
125,125,9,9
125,125,19,5
125,125,5,2
125,125,24,3
125,125,2,7
125,125,4,6
125,125,11,6
125,125,15,5
125,125,10,6
126,126,22,9
126,126,14,9
126,126,18,9
126,126,23,8
126,126,5,8
126,126,24,5
126,126,21,1
126,126,6,4
126,126,3,6
127,127,25,7
127,127,17,8
127,127,14,1
127,127,22,4
127,127,24,9
127,127,15,6
127,127,3,1
127,127,1,4
127,127,5,6
127,127,8,3
127,127,6,5
127,127,11,8
128,128,11,6
128,128,9,7
128,128,22,9
128,128,10,7
128,128,15,2
128,128,17,2
128,128,24,4
128,128,4,7
128,128,7,9
128,128,8,6
129,129,23,4
129,129,1,7
129,129,21,8
129,129,8,6
129,129,18,3
129,129,22,5
129,129,24,1
129,129,25,1
129,129,19,5
129,129,4,6
129,129,14,7
129,129,20,8
129,129,5,1
130,130,19,2
130,130,9,4
130,130,23,4
130,130,16,5
130,130,3,1
130,130,10,9
130,130,13,3
130,130,24,2
130,130,17,8
130,130,11,6
130,130,1,9
131,131,10,7
131,131,21,2
131,131,18,7
131,131,17,3
131,131,5,2
131,131,25,9
131,131,20,9
131,131,4,3
131,131,1,1
131,131,16,3
131,131,11,9
132,132,13,9
132,132,1,6
132,132,11,2
132,132,9,9
132,132,16,1
132,132,4,2
132,132,20,4
132,132,17,8
132,132,24,4
133,133,10,7
133,133,5,7
133,133,8,4
133,133,13,2
133,133,11,9
133,133,23,4
133,133,12,5
133,133,14,4
133,133,18,8
133,133,7,1
133,133,3,3
133,133,15,1
134,134,15,2
134,134,1,9
134,134,21,2
134,134,11,7
134,134,25,1
134,134,19,6
134,134,9,2
134,134,18,6
134,134,4,1
134,134,6,6
134,134,23,4
135,135,25,2
135,135,4,2
135,135,17,5
135,135,2,8
135,135,12,8
135,135,18,3
135,135,24,3
135,135,5,1
135,135,22,2
135,135,1,4
135,135,14,6
136,136,3,8
136,136,24,2
136,136,7,8
136,136,2,3
136,136,10,7
136,136,20,7
136,136,17,6
136,136,9,1
136,136,4,1
136,136,6,3
137,137,12,2
137,137,9,5
137,137,22,5
137,137,14,8
137,137,10,9
137,137,17,7
137,137,6,2
137,137,15,7
137,137,3,8
137,137,25,3
137,137,16,4
137,137,4,7
138,138,23,5
138,138,20,3
138,138,2,5
138,138,14,3
138,138,15,9
138,138,12,1
138,138,6,2
138,138,9,3
138,138,21,3
138,138,7,4
138,138,25,9
139,139,21,3
139,139,25,7
139,139,14,9
139,139,20,1
139,139,17,9
139,139,24,2
139,139,13,2
139,139,3,3
139,139,10,8
139,139,16,6
139,139,12,2
140,140,7,1
140,140,11,2
140,140,2,2
140,140,1,7
140,140,24,8
140,140,5,2
140,140,23,3
140,140,21,6
140,140,8,8
140,140,15,7
140,140,16,6
140,140,17,5
141,141,1,7
141,141,4,8
141,141,5,9
141,141,20,7
141,141,21,2
141,141,2,9
141,141,22,5
141,141,18,1
141,141,9,1
141,141,8,4
142,142,14,4
142,142,15,8
142,142,17,6
142,142,6,8
142,142,10,9
142,142,16,1
142,142,22,3
142,142,13,8
142,142,20,5
142,142,21,3
142,142,1,9
142,142,9,9
143,143,8,2
143,143,20,5
143,143,25,7
143,143,10,6
143,143,16,1
143,143,14,1
143,143,5,6
143,143,7,5
143,143,19,7
143,143,13,5
143,143,21,7
143,143,17,5
143,143,22,9
144,144,11,1
144,144,13,5
144,144,19,4
144,144,17,8
144,144,16,6
144,144,12,1
144,144,25,8
144,144,22,7
144,144,5,9
144,144,4,6
144,144,20,3
144,144,15,1
145,145,6,9
145,145,4,9
145,145,7,3
145,145,25,9
145,145,3,9
145,145,14,2
145,145,18,8
145,145,8,6
145,145,11,5
145,145,5,5
145,145,12,1
145,145,22,4
146,146,7,5
146,146,2,3
146,146,19,9
146,146,15,9
146,146,20,6
146,146,22,7
146,146,6,2
146,146,17,4
146,146,18,4
146,146,8,3
146,146,11,9
147,147,18,2
147,147,8,7
147,147,20,5
147,147,14,7
147,147,24,4
147,147,15,2
147,147,4,7
147,147,2,3
147,147,3,6
147,147,10,3
147,147,17,1
147,147,19,3
147,147,12,5
147,147,7,2
148,148,8,4
148,148,22,4
148,148,1,7
148,148,17,1
148,148,18,3
148,148,19,1
148,148,23,4
148,148,9,4
148,148,6,8
148,148,20,9
149,149,10,3
149,149,16,7
149,149,1,3
149,149,2,7
149,149,3,9
149,149,4,3
149,149,21,1
149,149,23,6
149,149,5,3
149,149,24,7
149,149,20,4
149,149,11,6
150,150,5,1
150,150,21,9
150,150,6,8
150,150,24,9
150,150,8,8
150,150,3,5
150,150,9,5
150,150,13,1
150,150,22,6
150,150,1,7
150,150,11,3
151,151,11,2
151,151,8,7
151,151,17,8
151,151,14,4
151,151,15,1
151,151,22,8
151,151,23,3
151,151,3,9
151,151,6,2
151,151,13,5
151,151,4,6
152,152,25,1
152,152,9,7
152,152,6,3
152,152,5,5
152,152,16,6
152,152,10,6
152,152,15,9
152,152,2,5
152,152,19,7
152,152,3,5
152,152,23,9
153,153,25,9
153,153,19,9
153,153,7,7
153,153,9,7
153,153,13,6
153,153,20,6
153,153,21,8
153,153,1,1
153,153,14,9
153,153,24,3
154,154,21,3
154,154,14,5
154,154,9,1
154,154,11,3
154,154,17,2
154,154,3,8
154,154,7,3
154,154,5,6
154,154,10,3
154,154,12,5
154,154,2,8
155,155,9,2
155,155,1,4
155,155,13,5
155,155,24,2
155,155,11,8
155,155,8,4
155,155,20,1
155,155,21,5
155,155,16,2
155,155,4,4
155,155,3,6
156,156,18,8
156,156,2,1
156,156,14,5
156,156,6,7
156,156,10,3
156,156,16,8
156,156,1,2
156,156,11,1
156,156,25,5
156,156,15,4
156,156,20,7
156,156,4,4
157,157,11,3
157,157,13,3
157,157,16,6
157,157,7,3
157,157,24,9
157,157,8,8
157,157,9,6
157,157,20,9
157,157,17,2
157,157,23,6
157,157,4,1
157,157,6,6
157,157,18,9
157,157,14,5
158,158,15,1
158,158,18,4
158,158,10,1
158,158,4,7
158,158,13,1
158,158,14,8
158,158,19,4
158,158,23,3
158,158,12,5
158,158,20,9
158,158,17,9
158,158,6,7
